Price,Close,High,Low,Open,Volume
Ticker,DKILY,DKILY,DKILY,DKILY,DKILY
Date,,,,,
2019-04-09,11.491364479064941,11.58958164575277,11.481542575062495,11.540473062408855,28600
2019-04-10,11.55029582977295,11.599404416787632,11.501187242758265,11.501187242758265,40500
2019-04-11,11.619047164916992,11.746729115117752,11.589582387691703,11.746729115117752,36100
2019-04-12,11.6681547164917,11.74672807323562,11.658332812731635,11.658332812731635,40500
2019-04-15,11.6681547164917,11.697619491103595,11.619046134359674,11.6681547164917,21800
2019-04-16,11.677977561950684,11.727085211374396,11.63869088041069,11.727085211374396,55500
2019-04-17,11.540472984313965,11.638690150337155,11.540472984313965,11.628868246401172,38700
2019-04-18,11.619047164916992,11.707442433261239,11.55029570583519,11.55029570583519,27100
2019-04-22,11.717264175415039,11.736907047736729,11.677977494103295,11.736907047736729,28400
2019-04-23,11.972626686096191,12.031557174185451,11.786015191038809,12.031557174185451,47800
2019-04-24,11.992270469665527,12.031557149421396,11.943161885803612,11.943161885803612,39200
2019-04-25,12.06102180480957,12.286920913654592,11.795836953268733,11.795836953268733,64800
2019-04-26,12.365494728088379,12.414603313270428,12.326208047276412,12.385137600160185,24300
2019-04-29,12.483354568481445,12.483354568481445,12.267277359178651,12.365494527953105,31200
2019-04-30,12.453889846801758,12.493176527149119,12.414603166454397,12.493176527149119,29000
2019-05-01,12.414603233337402,12.68960999725051,12.404781329030563,12.68960999725051,26800
2019-05-02,12.365494728088379,12.434246185342234,12.365494728088379,12.404781408900346,27900
2019-05-03,12.5226411819458,12.561927861912622,12.1690610622444,12.1690610622444,21200
2019-05-06,12.473532676696777,12.473532676696777,12.277099275620518,12.326207860056668,31800
2019-05-07,12.021735191345215,12.247634301428553,12.01191328728326,12.247634301428553,65300
2019-05-08,11.89405345916748,11.933340139442674,11.776193418341904,11.923519171875132,52300
2019-05-09,12.09048843383789,12.169061798525565,11.844946435021809,12.169061798525565,33100
2019-05-10,12.198526382446289,12.23781306416639,11.982449164651541,11.982449164651541,39400
2019-05-13,12.021735191345215,12.090487583110574,11.913697056668687,12.090487583110574,34000
2019-05-14,11.825302124023438,11.894053581042416,11.677977305648957,11.677977305648957,63900
2019-05-15,12.09048843383789,12.11995321142867,11.913697894956426,12.070844624331777,39500
2019-05-16,12.22799015045166,12.30656350740758,12.090487244112952,12.090487244112952,29300
2019-05-17,12.188703536987305,12.277098798201283,12.100308275773328,12.100308275773328,50500
2019-05-20,12.385137557983398,12.394959462320031,12.22799083527068,12.22799083527068,40800
2019-05-21,12.257455825805664,12.336030125203424,12.169061495236374,12.336030125203424,23900
2019-05-22,12.37531566619873,12.444067118084499,12.17888134080805,12.444067118084499,20500
2019-05-23,12.22799015045166,12.336029218767274,12.14941679349574,12.336029218767274,34300
2019-05-24,12.365494728088379,12.552106227778136,12.336029951646491,12.552106227778136,32400
2019-05-28,12.257455825805664,12.444068264789248,12.257455825805664,12.444068264789248,40000
2019-05-29,12.237812995910645,12.453890212500232,12.218169186825968,12.453890212500232,55700
2019-05-30,12.188703536987305,12.326207380727748,12.11013017961228,12.326207380727748,38000
2019-05-31,11.884232521057129,11.903875392909242,11.697620086786158,11.697620086786158,62300
2019-06-03,11.815479278564453,11.933339311209961,11.786014504570145,11.933339311209961,24600
2019-06-04,11.805659294128418,11.89405362346739,11.707442123749532,11.89405362346739,36800
2019-06-05,12.37531566619873,12.591391925459227,12.129773696128662,12.25745469629701,47700
2019-06-06,12.119952201843262,12.149416976979643,12.070843618837086,12.149416976979643,43100
2019-06-07,12.345850944519043,12.345850944519043,12.227990901842846,12.227990901842846,35300
2019-06-10,12.424424171447754,12.53246324522954,12.385137490982109,12.53246324522954,38100
2019-06-11,12.424424171447754,12.571749925695187,12.316386034334315,12.571749925695187,28900
2019-06-12,12.296743392944336,12.36549485088091,12.198526221604917,12.28692148847672,37600
2019-06-13,12.267276763916016,12.434245380729527,12.169060536575788,12.434245380729527,26900
2019-06-14,12.385137557983398,12.47353282367639,12.267277515948859,12.336029909636938,34200
2019-06-17,12.493176460266113,12.611036500677224,12.434245971726389,12.561927916338844,30200
2019-06-18,12.591392517089844,12.601214421154536,12.45388960685747,12.45388960685747,179200
2019-06-19,12.581571578979492,12.699431618025152,12.463710603265504,12.699431618025152,23400
2019-06-20,12.846756935119629,12.905687425281476,12.709253082520895,12.709253082520895,25900
2019-06-21,12.660144805908203,12.84675629827798,12.483354280854918,12.660144805908203,28000
2019-06-24,12.571749687194824,12.728896406076156,12.473532519559827,12.728896406076156,24100
2019-06-25,12.601214408874512,12.807469710690402,12.601214408874512,12.807469710690402,23900
2019-06-26,12.483354568481445,12.5815717372559,12.473532664270332,12.5815717372559,27500
2019-06-27,13.033369064331055,13.141407200952631,12.905687119231914,12.905687119231914,55200
2019-06-28,12.807469367980957,12.836934142689557,12.67978742868596,12.709252203394561,46100
2019-07-01,13.111942291259766,13.288731882414186,13.082476578843751,13.288731882414186,21800
2019-07-02,13.269088745117188,13.445878332731736,13.259266841175181,13.445878332731736,57700
2019-07-03,13.494987487792969,13.681599923927882,13.308375988326407,13.681599923927882,28400
2019-07-05,13.269088745117188,13.524452627599475,13.180693482975755,13.524452627599475,30900
2019-07-08,13.043190002441406,13.278911020298054,13.003903322243355,13.278911020298054,23000
2019-07-09,12.876220703125,13.141406483075736,12.827113057950383,12.876220703125,42400
2019-07-10,12.817292213439941,13.013725620376094,12.561928316088757,12.561928316088757,56400
2019-07-11,12.68960952758789,12.87622101916934,12.493176132063127,12.836934340064387,44800
2019-07-12,12.817292213439941,12.944974162115534,12.561928316088757,12.944974162115534,31800
2019-07-15,12.797648429870605,13.04319042319635,12.787827462005538,13.04319042319635,25400
2019-07-16,12.70925235748291,12.94497336801451,12.679787582417077,12.94497336801451,27700
2019-07-17,12.915507316589355,13.033368287089447,12.886042542298474,13.033368287089447,32200
2019-07-18,12.68960952758789,12.719074302749528,12.512819003281445,12.53246281116808,50500
2019-07-19,12.73871898651123,12.93515239554215,12.73871898651123,12.93515239554215,42300
2019-07-22,12.620858192443848,12.787826814382917,12.561927704896043,12.787826814382917,28300
2019-07-23,12.483354568481445,12.5815717372559,12.385137399706991,12.404781208129219,34200
2019-07-24,12.424424171447754,12.55210611712819,12.17888218437038,12.17888218437038,31700
2019-07-25,12.434246063232422,12.728896634762759,12.375316510927362,12.689609954336603,29400
2019-07-26,12.46371078491211,12.679787994645768,12.434246008888357,12.679787994645768,86700
2019-07-29,12.336029052734375,12.463710053568038,12.198525211578056,12.198525211578056,48700
2019-07-30,12.22799015045166,12.34585018588554,12.090487244112952,12.090487244112952,75300
2019-07-31,12.169060707092285,12.47353223378212,11.982448280194884,12.47353223378212,29300
2019-08-01,12.198526382446289,12.414603600241037,12.139595891531949,12.414603600241037,50300
2019-08-02,12.20834732055664,12.522640749436082,12.041378702297363,12.522640749436082,35800
2019-08-05,11.815479278564453,12.09048695807225,11.727084019913253,12.061021247409665,56900
2019-08-06,12.296743392944336,12.728896886167375,12.051201401264153,12.051201401264153,88100
2019-08-07,12.198526382446289,12.296743555080731,11.884232928685476,12.218169254972151,55600
2019-08-08,12.620858192443848,12.964616403689684,12.571749608932064,12.964616403689684,32700
2019-08-09,12.5226411819458,12.807469845872344,12.296743006303657,12.807469845872344,42400
2019-08-12,12.385137557983398,12.807470077775092,12.34585087730522,12.807470077775092,33800
2019-08-13,12.512819290161133,12.552105970166807,12.434245930149785,12.522641194329635,52300
2019-08-14,12.06102180480957,12.326207593018728,11.982448446081298,12.326207593018728,41300
2019-08-15,12.22799015045166,12.394958768150065,12.041378661848427,12.041378661848427,64100
2019-08-16,12.394959449768066,12.483354715371542,12.227990822887799,12.227990822887799,73200
2019-08-19,12.257455825805664,12.385137774408019,12.149417686219842,12.385137774408019,35500
2019-08-20,12.20834732055664,12.33602926020599,12.100308251878106,12.100308251878106,56600
2019-08-21,12.365494728088379,12.414603313270428,12.247634685652475,12.247634685652475,32700
2019-08-22,12.198526382446289,12.326208332203715,12.051201560163001,12.051201560163001,33300
2019-08-23,12.11013126373291,12.434246626087347,12.11013126373291,12.434246626087347,34100
2019-08-26,12.355671882629395,12.601213853169197,12.080665137891934,12.601213853169197,33700
2019-08-27,12.453889846801758,12.453889846801758,12.198525956209743,12.198525956209743,988600
2019-08-28,12.424424171447754,12.453889884298249,12.110130727722588,12.110130727722588,1161500
2019-08-29,12.306564331054688,12.552106322142514,11.795837476659559,12.552106322142514,73500
2019-08-30,12.129775047302246,12.326208457905976,11.903875922606668,12.326208457905976,70700
2019-09-03,12.169060707092285,12.267276935808747,12.110130220527761,12.267276935808747,54300
2019-09-04,12.355671882629395,12.483353819710285,12.26727662336814,12.483353819710285,70900
2019-09-05,12.502997398376465,12.640501246866682,12.444067846643755,12.640501246866682,33200
2019-09-06,12.964616775512695,13.023547264750617,12.768183372500209,13.023547264750617,158500
2019-09-09,12.82711410522461,12.915508435756882,12.807470296216303,12.836935073060394,73400
2019-09-10,12.5226411819458,12.591392637720656,12.5226411819458,12.591392637720656,36800
2019-09-11,12.434246063232422,12.650323273910448,12.394959382806267,12.650323273910448,25500
2019-09-12,12.90568733215332,13.102120736828061,12.856578746817545,13.062834055893113,319000
2019-09-13,12.984260559082031,13.013725335309935,12.915508165659125,12.915508165659125,636100
2019-09-16,12.90568733215332,13.180694098697959,12.90568733215332,13.180694098697959,38500
2019-09-17,12.994081497192383,13.1021205708965,12.866400488272083,12.925330040594014,159500
2019-09-18,13.053011894226074,13.328018655350512,12.974438533904808,13.328018655350512,267700
2019-09-19,13.180693626403809,13.377127024039897,13.141406946876591,13.377127024039897,804500
2019-09-20,13.111942291259766,13.278910914943848,12.92532985929834,12.92532985929834,42300
2019-09-23,13.062833786010742,13.21015860230593,12.846756576998573,13.21015860230593,46100
2019-09-24,13.00390338897705,13.269089184176037,12.915508123910723,13.269089184176037,46300
2019-09-25,12.797648429870605,12.876221792801374,12.669966480941016,12.679788385474454,53400
2019-09-26,12.856578826904297,13.190516085265712,12.719074974441254,12.768183560082939,70800
2019-09-27,12.778005599975586,13.053012371148029,12.669966523085131,13.053012371148029,97900
2019-09-30,12.964616775512695,12.98426058414812,12.601214745772507,12.601214745772507,69300
2019-10-01,12.817292213439941,12.895865576214403,12.75836172302491,12.836935085799372,93200
2019-10-02,12.836935043334961,12.954795087106774,12.552106370052655,12.552106370052655,556000
2019-10-03,12.807469367980957,12.866399854066456,12.463710228596867,12.463710228596867,221400
2019-10-04,12.954794883728027,13.013725373022961,12.630679534276773,12.630679534276773,43600
2019-10-07,12.944973945617676,13.13158544491895,12.915508232568774,13.13158544491895,38900
2019-10-08,12.836935043334961,12.94497411929373,12.79764836207769,12.79764836207769,64400
2019-10-09,12.876220703125,13.062833126794397,12.669965408719415,12.669965408719415,24600
2019-10-10,12.836935043334961,12.994081768364046,12.660145446011423,12.660145446011423,54600
2019-10-11,12.984260559082031,13.003903431011185,12.640501401972543,12.866400517502068,45200
2019-10-14,12.876220703125,12.994080737547007,12.709252086860085,12.709252086860085,40400
2019-10-15,13.190516471862793,13.22980315419391,12.679788664889886,12.679788664889886,77700
2019-10-16,13.151229858398438,13.298554683744497,12.944974540912916,12.944974540912916,81400
2019-10-17,13.161049842834473,13.308375593837354,12.96461644483229,12.96461644483229,34000
2019-10-18,13.190516471862793,13.259267931775149,13.131585980031922,13.259267931775149,96800
2019-10-21,13.367305755615234,13.573561067107784,13.298554297340509,13.573561067107784,56400
2019-10-22,13.426236152648926,13.544096196015062,13.288732300387586,13.544096196015062,41200
2019-10-23,13.612847328186035,13.75035117715822,13.504809191851823,13.504809191851823,54400
2019-10-24,13.524453163146973,13.7601732470794,13.337840727532539,13.55391793947144,59500
2019-10-25,13.612847328186035,13.809281665765825,13.51463109606448,13.760173081370878,65600
2019-10-28,13.750351905822754,13.936963412410542,13.632491859030194,13.936963412410542,30700
2019-10-29,13.789637565612793,13.907497603666265,13.691420398900739,13.907497603666265,33000
2019-10-30,13.72088623046875,13.87803294924264,13.45570044003657,13.45570044003657,51000
2019-10-31,13.691420555114746,13.9271415705795,13.612847195515938,13.9271415705795,71700
2019-11-01,13.799459457397461,13.936962366670587,13.68159941944836,13.936962366670587,43700
2019-11-04,13.858389854431152,14.074467072202124,13.799460300191672,14.074467072202124,47600
2019-11-05,14.015536308288574,14.13339634326347,13.95660582246698,13.95660582246698,45000
2019-11-06,14.103931427001953,14.202148596684632,13.946784704844347,13.946784704844347,34200
2019-11-07,13.927142143249512,14.094110773429643,13.89767642968711,14.094110773429643,43000
2019-11-08,13.730708122253418,13.897676756358223,13.475345155388771,13.475345155388771,93300
2019-11-11,13.750351905822754,13.9074986348795,13.681600446027524,13.9074986348795,55400
2019-11-12,13.838747024536133,13.99589375188332,13.760173660862538,13.760173660862538,76800
2019-11-13,13.848567962646484,13.868210833859782,13.573560272313797,13.573560272313797,54700
2019-11-14,13.878033638000488,14.045002269151372,13.819103147201433,13.995893682930221,59100
2019-11-15,13.917320251464844,13.976249805306836,13.769995430191493,13.769995430191493,89800
2019-11-18,13.995892524719238,14.192325916679884,13.779815325228379,13.779815325228379,53300
2019-11-19,13.995892524719238,14.211969724210096,13.838745811150721,14.211969724210096,48800
2019-11-20,13.897676467895508,14.005715544584604,13.819103104849823,14.005715544584604,51200
2019-11-21,13.966428756713867,14.231613620806698,13.553918135530916,13.553918135530916,43800
2019-11-22,14.133397102355957,14.369117184966067,13.927141795905024,13.927141795905024,42000
2019-11-25,14.103931427001953,14.496799169064316,14.02535806592315,14.496799169064316,40000
2019-11-26,14.054823875427246,14.211970598664914,13.789638077462413,13.789638077462413,37600
2019-11-27,14.300365447998047,14.48697694223858,14.231613056083468,14.48697694223858,36500
2019-11-29,14.123574256896973,14.31018574236059,13.907497060569401,13.907497060569401,25100
2019-12-02,13.966428756713867,14.48697751709488,13.819102999623746,13.819102999623746,65900
2019-12-03,14.005715370178223,14.094110636670967,13.78963815615911,14.094110636670967,41300
2019-12-04,14.103931427001953,14.261079085827907,14.045001874527026,14.261079085827907,49600
2019-12-05,14.113753318786621,14.369117210400427,14.094110446868516,14.231613360300297,38800
2019-12-06,14.290543556213379,14.428046466824215,13.995892990139925,14.428046466824215,39800
2019-12-09,14.2021484375,14.44769042228619,14.094110301394677,14.094110301394677,53100
2019-12-10,14.143218040466309,14.32000857038935,13.966428447211612,14.32000857038935,40900
2019-12-11,14.113753318786621,14.25125716888675,13.87803323575927,13.87803323575927,40200
2019-12-12,14.261078834533691,14.369116969946221,14.025357818782572,14.280721706123092,74900
2019-12-13,14.53608512878418,14.663767068372792,14.37893841441921,14.663767068372792,59300
2019-12-16,14.339652061462402,14.506620683433892,14.251256798457693,14.506620683433892,48600
2019-12-17,14.290543556213379,14.3101864277285,14.202148292724509,14.211970196816235,56500
2019-12-18,14.045001983642578,14.241435387865675,14.035180079264334,14.14321821741995,47000
2019-12-19,13.897676467895508,14.113753684605326,13.701243060281298,14.113753684605326,40900
2019-12-20,13.878033638000488,13.917320319643734,13.838746956357244,13.887855542578393,59200
2019-12-23,13.927142143249512,14.143218422696906,13.730707799506979,13.730707799506979,50000
2019-12-24,13.956605911254883,14.202147886515053,13.789637293144501,13.789637293144501,54200
2019-12-26,14.03518009185791,14.251257305031377,13.86821146395137,14.251257305031377,39300
2019-12-27,13.927142143249512,14.153040327217706,13.887855461834679,14.153040327217706,43000
2019-12-30,13.878033638000488,14.143218504925295,13.583383057341967,13.583383057341967,73000
2019-12-31,13.936962127685547,14.13339645756733,13.760172542127567,14.10393074608408,26600
2020-01-02,14.084288597106934,14.359295361703618,14.005715235793597,14.359295361703618,51900
2020-01-03,13.88785457611084,13.986070805049813,13.769994539383084,13.9173193511257,37800
2020-01-06,13.828924179077148,13.868210858241127,13.494986937849166,13.71106414158521,99200
2020-01-07,13.858389854431152,14.045002295082384,13.819103172715373,13.966428931650826,128200
2020-01-08,13.848567962646484,13.927141320836306,13.514630722005588,13.514630722005588,45700
2020-01-09,13.897676467895508,13.907498372443312,13.750351646351943,13.750351646351943,51700
2020-01-10,13.838747024536133,14.231613842904101,13.769995565488832,14.231613842904101,60400
2020-01-13,13.936962127685547,14.084287875096884,13.779815413114763,14.084287875096884,50400
2020-01-14,13.848567962646484,14.251256657536395,13.612846951408708,14.251256657536395,43800
2020-01-15,13.701242446899414,13.828924390299635,13.455700464207066,13.828924390299635,39500
2020-01-16,13.936962127685547,14.094109778924633,13.730706830644317,14.094109778924633,37000
2020-01-17,13.936962127685547,14.143217424726776,13.828923995585209,14.143217424726776,38600
2020-01-21,14.211970329284668,14.359295145360432,13.956606440529564,13.956606440529564,71900
2020-01-22,14.457512855529785,14.536086218603177,14.251257543295036,14.251257543295036,41200
2020-01-23,14.457512855529785,14.575372900139874,14.261079447846305,14.575372900139874,57200
2020-01-24,14.300365447998047,14.585194109734648,14.24143496016674,14.585194109734648,66200
2020-01-27,14.084288597106934,14.290543904721535,13.848568513166919,14.290543904721535,61300
2020-01-28,13.995892524719238,14.103930656130519,13.858388682012638,14.103930656130519,120700
2020-01-29,14.064644813537598,14.270900121520183,13.995893356432852,14.270900121520183,98700
2020-01-30,14.025358200073242,14.074466785384296,13.652134263044934,13.652134263044934,217600
2020-01-31,13.88785457611084,14.133396553460738,13.809281218292337,13.809281218292337,242500
2020-02-03,14.054823875427246,14.211970598664914,13.956606705069525,14.211970598664914,67300
2020-02-04,14.211970329284668,14.349473241177158,14.074466480723842,14.349473241177158,81800
2020-02-05,14.349472999572754,14.477154941800505,14.211970089995424,14.477154941800505,67300
2020-02-06,14.644123077392578,14.732518337283203,14.388759201412611,14.388759201412611,75900
2020-02-07,14.506621360778809,15.056634899227575,14.437868965971438,15.056634899227575,54200
2020-02-10,14.53608512878418,14.62448038978155,14.280721249606954,14.62448038978155,79600
2020-02-11,14.614659309387207,14.801270809042615,14.418225905363526,14.801270809042615,59800
2020-02-12,14.094110488891602,14.320008668299266,13.986071414680675,14.241435307055873,64000
2020-02-13,13.848567962646484,14.045001358121036,13.799459379610768,13.897675609013886,84800
2020-02-14,13.465522766113281,13.612847585413624,13.210158871768884,13.210158871768884,76900
2020-02-18,13.65213394165039,13.681599654144364,13.445878637534253,13.553917710008818,72600
2020-02-19,13.789637565612793,13.858389020310238,13.553917489505848,13.82892424496395,118100
2020-02-20,13.544095993041992,13.750351300008859,13.43605785574253,13.750351300008859,90300
2020-02-21,13.691420555114746,13.858389178429297,13.406591892401986,13.67177768354921,117900
2020-02-24,13.239623069763184,13.504808856918002,12.994081090546493,13.504808856918002,83700
2020-02-25,13.259267807006836,13.593205072013209,13.180694443083969,13.377127852891135,112100
2020-02-26,13.622669219970703,13.76999497302114,13.347662458945562,13.35748436314926,93200
2020-02-27,13.141407012939453,13.54409571428486,12.994081261470527,13.003903165568788,95900
2020-02-28,13.141407012939453,13.219980372388882,12.650323048046358,12.650323048046358,131400
2020-03-02,13.328018188476562,13.37712677112419,12.944973304495344,13.37712677112419,123000
2020-03-03,13.023547172546387,13.269089158740693,12.856578547000792,13.053011948622567,188700
2020-03-04,13.131585121154785,13.259267064546918,12.856578362823907,12.856578362823907,100000
2020-03-05,12.915507316589355,13.092297835671207,12.81729109006366,12.94497302754852,88700
2020-03-06,12.846756935119629,12.96461697877496,12.522641580900382,12.96461697877496,98000
2020-03-09,12.100308418273926,12.689609542194878,11.599403493276263,12.689609542194878,79000
2020-03-10,12.473532676696777,12.66014511022048,12.02173538588721,12.02173538588721,172900
2020-03-11,11.972626686096191,12.453889684931541,11.491364623929172,11.766371382786279,151200
2020-03-12,10.656522750854492,11.874410797618332,10.499375090302845,10.774382793766957,191700
2020-03-13,11.402970314025879,11.71726471567982,10.872599623528592,10.990459672898165,203100
2020-03-16,10.361871719360352,10.872598549511203,9.782392498034108,9.782392498034108,134000
2020-03-17,10.970816612243652,11.402970119215778,10.283299200999254,10.283299200999254,214800
2020-03-18,11.07885456085205,12.345851218582458,10.430623843408826,10.430623843408826,207400
2020-03-19,11.89405345916748,12.336029783098821,11.265466574764405,11.530651432454867,162300
2020-03-20,12.129775047302246,12.72889718381072,11.000281297161123,11.000281297161123,128900
2020-03-23,11.461899757385254,12.227990476464516,10.607413775206785,10.607413775206785,172000
2020-03-24,12.188703536987305,12.8172913326558,11.786014846273233,11.835123428799697,179300
2020-03-25,12.011913299560547,12.964616451172445,11.363682617502173,11.894053260701599,109200
2020-03-26,12.46371078491211,13.082476701420987,11.147606528053794,11.147606528053794,99100
2020-03-27,12.14941692352295,13.17087151155016,11.560116740046661,11.560116740046661,115600
2020-03-30,11.844945907592773,12.33602988335806,11.2654666663228,11.2654666663228,122100
2020-03-31,11.766371726989746,12.611036773191042,11.294931555157882,11.294931555157882,141700
2020-04-01,11.432435035705566,12.0020923598385,11.294931188385492,11.42261313161092,92500
2020-04-02,11.353861808776855,11.913697235348039,11.294931320189622,11.294931320189622,111300
2020-04-03,11.5601167678833,11.9824483328912,11.294930982179174,11.294930982179174,121400
2020-04-06,11.972626686096191,12.12977434211144,11.34403980870852,11.903875230548998,175300
2020-04-07,12.414603233337402,13.033369154643157,11.844945896897505,11.844945896897505,143900
2020-04-08,12.561927795410156,13.15122892846108,11.864588527189506,11.864588527189506,120900
2020-04-09,12.699431419372559,13.023546755845185,12.473532312234122,13.023546755845185,78900
2020-04-13,12.493176460266113,13.170871926797084,12.051201074557365,13.170871926797084,96800
2020-04-14,12.601214408874512,13.023546916561411,12.375316235616708,12.375316235616708,161300
2020-04-15,12.355671882629395,12.66996530518649,11.835123167352132,11.835123167352132,103100
2020-04-16,12.188703536987305,12.316385476888795,11.61904622768423,11.628868131523184,143100
2020-04-17,12.237812995910645,12.768183664508092,12.041379588405732,12.041379588405732,147700
2020-04-20,11.952983856201172,12.188703936043684,11.74672855217189,12.188703936043684,167200
2020-04-21,11.697620391845703,11.952984289261165,11.628868933567835,11.628868933567835,96900
2020-04-22,12.237812995910645,12.237812995910645,11.933340511776752,11.952984320861429,100200
2020-04-23,12.129775047302246,12.267277966390663,11.894054017909385,11.894054017909385,105100
